3355,pair of velveteen tights,pairs of velveteen tights,0,,Velveteen Tights,45088,27,1
3356,pair of aetherial velveteen chausses,pairs of aetherial velveteen chausses,0,,Aetherial Velveteen Chausses,45277,27,7
3357,pair of serpent private's slops,pairs of serpent private's slops,0,,Serpent Private's Slops,45232,28,2
3358,pair of serpent private's bottoms,pairs of serpent private's bottoms,0,,Serpent Private's Bottoms,45236,28,2
3359,pair of storm private's slops,pairs of storm private's slops,0,,Storm Private's Slops,45257,28,2
3360,pair of storm private's chausses,pairs of storm private's chausses,0,,Storm Private's Chausses,45256,28,2
3361,pair of flame private's chausses,pairs of flame private's chausses,0,,Flame Private's Chausses,45227,28,2
3362,pair of flame private's culottes,pairs of flame private's culottes,0,,Flame Private's Culottes,45223,28,2
3363,pair of velveteen bottoms,pairs of velveteen bottoms,0,,Velveteen Bottoms,45155,28,1
3364,pair of ascetic's tights,pairs of ascetic's tights,0,,Ascetic's Tights,45216,26,2
3365,pair of velveteen trousers,pairs of velveteen trousers,0,,Velveteen Trousers,45065,28,1
3366,pair of aetherial velveteen trousers,pairs of aetherial velveteen trousers,0,,Aetherial Velveteen Trousers,45278,28,7
3367,pair of toadskin brais,pairs of toadskin brais,0,,Toadskin Brais,45289,30,1
3368,pair of aetherial toadskin brais,pairs of aetherial toadskin brais,0,,Aetherial Toadskin Brais,45290,30,7
3369,pair of toadskin culottes,pairs of toadskin culottes,0,,Toadskin Culottes,45281,30,1
3370,pair of padded velveteen trousers,pairs of padded velveteen trousers,0,,Padded Velveteen Trousers,45065,30,1
3371,pair of aetherial padded velveteen trousers,pairs of aetherial padded velveteen trousers,0,,Aetherial Padded Velveteen Trousers,45278,30,7
3372,pair of velveteen gaskins,pairs of velveteen gaskins,0,,Velveteen Gaskins,45285,31,1
3373,pair of aetherial velveteen gaskins,pairs of aetherial velveteen gaskins,0,,Aetherial Velveteen Gaskins,45286,31,7
3374,pair of serpent private's kecks,pairs of serpent private's kecks,0,,Serpent Private's Kecks,45234,32,2
3375,pair of storm private's trousers,pairs of storm private's trousers,0,,Storm Private's Trousers,45258,32,2
3376,flame private's sarouel,flame private's sarouels,0,,Flame Private's Sarouel,45229,32,2
3377,pair of toadskin breeches,pairs of toadskin breeches,0,,Toadskin Breeches,45307,32,1
3378,pair of aetherial toadskin breeches,pairs of aetherial toadskin breeches,0,,Aetherial Toadskin Breeches,45308,32,7
3379,pair of linen chausses,pairs of linen chausses,0,,Linen Chausses,45280,33,1
3380,infantry skirt,infantry skirts,1,,Infantry Skirt,45350,34,2
3381,pair of battlemage's breeches,pairs of battlemage's breeches,0,,Battlemage's Breeches,45349,34,2
3382,pair of cavalry trousers,pairs of cavalry trousers,0,,Cavalry Trousers,45351,34,2
3383,linen sarouel,linen sarouels,0,,Linen Sarouel,45179,35,1
3384,aetherial linen sarouel,aetherial linen sarouels,1,,Aetherial Linen Sarouel,45279,35,7
3385,linen sarouel of gathering,linen sarouels of gathering,0,,Linen Sarouel of Gathering,45179,35,1
3386,heavy steel flanchard,heavy steel flanchards,0,Cannot equip gear to feet.,Heavy Steel Flanchard,45293,35,1
3387,aetherial heavy steel flanchard,aetherial heavy steel flanchards,1,Cannot equip gear to feet.,Aetherial Heavy Steel Flanchard,45294,35,7
3388,pair of serpent sergeant's trousers,pairs of serpent sergeant's trousers,0,,Serpent Sergeant's Trousers,45233,35,2
3389,pair of serpent sergeant's breeches,pairs of serpent sergeant's breeches,0,,Serpent Sergeant's Breeches,45235,35,2
3390,serpent sergeant's skirt,serpent sergeant's skirts,0,,Serpent Sergeant's Skirt,45302,35,2
3391,pair of storm sergeant's breeches,pairs of storm sergeant's breeches,0,,Storm Sergeant's Breeches,45259,35,2
3392,pair of storm sergeant's kecks,pairs of storm sergeant's kecks,0,,Storm Sergeant's Kecks,45162,35,2
3393,storm sergeant's skirt,storm sergeant's skirts,0,,Storm Sergeant's Skirt,45303,35,2
3394,flame sergeant's subligar,flame sergeant's subligaria,1,,Flame Sergeant's Subligar,45226,35,2
3395,pair of flame sergeant's tights,pairs of flame sergeant's tights,0,,Flame Sergeant's Tights,45228,35,2
3396,pair of flame sergeant's trousers,pairs of flame sergeant's trousers,0,,Flame Sergeant's Trousers,45305,35,2
3397,pair of linen tights,pairs of linen tights,0,,Linen Tights,45171,36,1
3398,pair of aetherial linen tights,pairs of aetherial linen tights,0,,Aetherial Linen Tights,45324,36,7
3399,pair of linen trousers,pairs of linen trousers,0,,Linen Trousers,45184,36,1
3400,pair of aetherial linen trousers,pairs of aetherial linen trousers,0,,Aetherial Linen Trousers,45325,36,7
3401,pair of paladin's trousers,pairs of paladin's trousers,0,,Paladin's Trousers,45160,40,2
3402,boarskin subligar,boarskin subligaria,0,,Boarskin Subligar,45173,37,1
3403,aetherial boarskin subligar,aetherial boarskin subligaria,1,,Aetherial Boarskin Subligar,45321,37,7
3404,pair of linen bottoms,pairs of linen bottoms,0,,Linen Bottoms,45310,38,1
3405,pair of boarskin breeches,pairs of boarskin breeches,0,,Boarskin Breeches,45354,38,1
3406,pair of vintage hose,pairs of vintage hose,0,,Vintage Hose,45132,46,1
3407,pair of linen gaskins,pairs of linen gaskins,0,,Linen Gaskins,45358,39,1
3408,woolen sarouel,woolen sarouels,0,,Woolen Sarouel,45180,40,1
3409,aetherial woolen sarouel,aetherial woolen sarouels,1,,Aetherial Woolen Sarouel,45314,40,7
3410,woolen sarouel of gathering,woolen sarouels of gathering,0,,Woolen Sarouel of Gathering,45180,40,1
3411,pair of padded linen trousers,pairs of padded linen trousers,0,,Padded Linen Trousers,45184,40,1
3412,pair of aetherial padded linen trousers,pairs of aetherial padded linen trousers,0,,Aetherial Padded Linen Trousers,45325,40,7
3413,pair of woolen tights,pairs of woolen tights,0,,Woolen Tights,45172,41,1
3414,pair of aetherial woolen tights,pairs of aetherial woolen tights,0,,Aetherial Woolen Tights,45315,41,7
3415,pair of linen slops,pairs of linen slops,0,,Linen Slops,45165,41,1
3416,peisteskin subligar,peisteskin subligaria,0,,Peisteskin Subligar,45174,42,1
3417,aetherial peisteskin subligar,aetherial peisteskin subligaria,1,,Aetherial Peisteskin Subligar,45320,42,7
3418,Thormoen's subligar,Thormoen's Subligar,0,,Thormoen's Subligar,45197,52,2
3419,pair of mage's chausses,pairs of mage's chausses,0,,Mage's Chausses,45249,52,2
3420,pair of explorer's breeches,pairs of explorer's breeches,0,,Explorer's Breeches,45196,52,2
3421,pair of woolen kecks,pairs of woolen kecks,0,,Woolen Kecks,45176,43,1
3422,pair of aetherial woolen kecks,pairs of aetherial woolen kecks,0,,Aetherial Woolen Kecks,45313,43,7
3423,boarskin skirt,boarskin skirts,0,,Boarskin Skirt,45181,43,1
3424,aetherial boarskin skirt,aetherial boarskin skirts,1,,Aetherial Boarskin Skirt,45322,43,7
3425,pair of woolen chausses,pairs of woolen chausses,0,,Woolen Chausses,45167,43,1
3426,pair of boarskin culottes,pairs of boarskin culottes,0,,Boarskin Culottes,45169,43,1
3427,pair of woolen trousers,pairs of woolen trousers,0,,Woolen Trousers,45185,44,1
3428,pair of aetherial woolen trousers,pairs of aetherial woolen trousers,0,,Aetherial Woolen Trousers,45316,44,7
3429,pair of woolen gaskins,pairs of woolen gaskins,0,,Woolen Gaskins,45182,44,1
3430,pair of aetherial woolen gaskins,pairs of aetherial woolen gaskins,0,,Aetherial Woolen Gaskins,45312,44,7
3431,high mythril flanchard,high mythril flanchards,0,Cannot equip gear to feet.,High Mythril Flanchard,45352,44,1
3432,aetherial high mythril flanchard,aetherial high mythril flanchards,1,Cannot equip gear to feet.,Aetherial High Mythril Flanchard,45353,44,7
3433,pair of serpent sergeant's kecks,pairs of serpent sergeant's kecks,0,,Serpent Sergeant's Kecks,45230,46,2
3434,serpent sergeant's sarouel,serpent sergeant's sarouels,0,,Serpent Sergeant's Sarouel,45231,46,2
3435,pair of serpent sergeant's hose,pairs of serpent sergeant's hose,0,,Serpent Sergeant's Hose,45204,46,2
3436,pair of storm sergeant's trousers,pairs of storm sergeant's trousers,0,,Storm Sergeant's Trousers,45255,46,2
3437,storm sergeant's sarouel,storm sergeant's sarouels,0,,Storm Sergeant's Sarouel,45254,46,2
3438,pair of storm sergeant's hose,pairs of storm sergeant's hose,0,,Storm Sergeant's Hose,45203,46,2
3439,flame sergeant's sarouel,flame sergeant's sarouels,0,,Flame Sergeant's Sarouel,45224,46,2
3440,flame sergeant's skirt,flame sergeant's skirts,0,,Flame Sergeant's Skirt,45225,46,2
3441,pair of flame sergeant's hose,pairs of flame sergeant's hose,0,,Flame Sergeant's Hose,45200,46,2
3442,pair of woolen slops,pairs of woolen slops,0,,Woolen Slops,45166,46,1
3443,pair of raptorskin breeches,pairs of raptorskin breeches,0,,Raptorskin Breeches,45355,46,1
3444,aetherial raptorskin subligar,aetherial raptorskin subligaria,1,,Aetherial Raptorskin Subligar,45323,47,7
3445,Coliseum subligar,coliseum subligaria,0,,Coliseum Subligar,45206,46,2
3446,Coliseum loincloth,coliseum loincloths,0,,Coliseum Loincloth,45207,46,2
3447,raptorskin subligar,raptorskin subligaria,0,,Raptorskin Subligar,45175,47,1
3448,pair of strategos breeches,pairs of strategos breeches,0,,Strategos Breeches,45161,60,2
3449,sipahi sarouel,sipahi sarouels,0,,Sipahi Sarouel,45163,55,2
3450,pair of warlock's tights,pairs of warlock's tights,0,,Warlock's Tights,45164,55,2
3451,pair of mercenary's slops,pair of mercenary's slops,0,,Mercenary's Slops,45149,55,2
3452,vermilion skirt,vermilion skirts,0,,Vermilion Skirt,45343,55,2
3453,pair of hetairos breeches,pairs of hetairos breeches,0,,Hetairos Breeches,45344,60,2
3454,pair of felt kecks,pairs of felt kecks,0,,Felt Kecks,45177,48,1
3455,pair of aetherial felt kecks,pairs of aetherial felt kecks,0,,Aetherial Felt Kecks,45318,48,7
3456,pair of felt chausses,pairs of felt chausses,0,,Felt Chausses,45168,48,1
3457,pair of raptorskin culottes,pairs of raptorskin culottes,0,,Raptorskin Culottes,45170,48,1
3458,pair of gallant cuisses,pairs of gallant cuisses,0,,Gallant Cuisses,45192,50,3
3459,pair of temple gaskins,pairs of temple gaskins,0,,Temple Gaskins,45193,50,3
3460,pair of fighter's breeches,pairs of fighter's breeches,0,,Fighter's Breeches,45188,50,3
3461,pair of drachen breeches,pairs of drachen breeches,0,,Drachen Breeches,45187,50,3
3462,pair of choral tights,pairs of choral tights,0,,Choral Tights,45191,50,3
3463,pair of healer's culottes,pairs of healer's culottes,0,,Healer's Culottes,45189,50,3
3464,wizard's tonban,wizard's tonbans,0,,Wizard's Tonban,45190,50,3
3465,pair of evoker's waistclout,pairs of evoker's waistclout,0,,Evoker's Waistclout,45333,50,3
3466,pair of scholar's culottes,pairs of scholar's culottes,0,,Scholar's Culottes,45328,50,3
3467,pair of felt gaskins,pairs of felt gaskins,0,,Felt Gaskins,45183,49,1
3468,pair of aetherial felt gaskins,pairs of aetherial felt gaskins,0,,Aetherial Felt Gaskins,45317,49,7
3469,pair of padded woolen trousers,pairs of padded woolen trousers,0,,Padded Woolen Trousers,45298,49,1
3470,pair of aetherial padded woolen trousers,pairs of aetherial padded woolen trousers,0,,Aetherial Padded Woolen Trousers,45299,49,7
3471,pair of raptorskin brais,pairs of raptorskin brais,0,,Raptorskin Brais,45356,49,1
3472,pair of aetherial raptorskin brais,pairs of aetherial raptorskin brais,0,,Aetherial Raptorskin Brais,45357,49,7
3473,pair of felt trousers,pairs of felt trousers,0,,Felt Trousers,45186,50,1
3474,pair of aetherial felt trousers,pairs of aetherial felt trousers,0,,Aetherial Felt Trousers,45319,50,7
3475,pair of patrician's bottoms,pairs of patrician's bottoms,0,,Patrician's Bottoms,45359,50,1
3476,pair of harlequin's tights,pairs of harlequin's tights,0,,Harlequin's Tights,45133,46,2
3477,pair of militia trousers,pairs of militia trousers,0,,Militia Trousers,45205,55,2
3478,pair of militia tights,pairs of militia tights,0,,Militia Tights,45201,55,2
3479,militia subligar,militia subligaria,0,,Militia Subligar,45202,55,2
3480,pair of sentinel's trousers,pairs of sentinel's trousers,0,,Sentinel's Trousers,45306,46,2
3481,pair of carpenter's slops,pairs of carpenter's slops,0,,Carpenter's Slops,45337,55,2
3482,pair of blacksmith's slops,pairs of blacksmith's slops,0,,Blacksmith's Slops,45334,55,2
3483,pair of armorer's slops,pairs of armorer's slops,0,,Armorer's Slops,45330,55,2
3484,pair of goldsmith's trousers,pairs of goldsmith's trousers,0,,Goldsmith's Trousers,45335,55,2
3485,pair of leatherworker's trousers,pairs of leatherworker's trousers,0,,Leatherworker's Trousers,45327,55,2
3486,pair of weaver's trousers,pairs of weaver's trousers,0,,Weaver's Trousers,45332,55,2
3487,pair of alchemist's trousers,pairs of alchemist's trousers,0,,Alchemist's Trousers,45338,55,2
3488,pair of culinarian's trousers,pairs of culinarian's trousers,0,,Culinarian's Trousers,45336,55,2
3489,pair of miner's slops,pairs of miner's slops,0,,Miner's Slops,45331,55,2
3490,pair of botanist's slops,pairs of botanist's slops,0,,Botanist's Slops,45326,55,2
3491,pair of fisher's gaskins,pairs of fisher's gaskins,0,,Fisher's Gaskins,45329,55,2
3492,heavy Darklight flanchard,heavy Darklight flanchards,0,Cannot equip gear to feet.,Heavy Darklight Flanchard,45194,70,3
3493,pair of Darklight trousers,pairs of Darklight trousers,0,,Darklight Trousers,45347,70,3
3494,Darklight subligar,Darklight subligaria,0,,Darklight Subligar,45346,70,3
3495,pair of Darklight kecks,pairs of Darklight kecks,0,,Darklight Kecks,45345,70,3
3496,pair of Darklight breeches of casting,pairs of Darklight breeches of casting,0,,Darklight Breeches of Casting,45195,70,3
3497,pair of Darklight breeches of healing,pairs of Darklight breeches of healing,0,,Darklight Breeches of Healing,45348,70,3
3498,heavy darksteel flanchard,heavy darksteel flanchards,0,Cannot equip gear to feet.,Heavy Darksteel Flanchard,45198,70,2
3499,pair of gryphonskin trousers,pairs of gryphonskin trousers,0,,Gryphonskin Trousers,45199,70,2
3500,pair of gryphonskin kecks,pairs of gryphonskin kecks,0,,Gryphonskin Kecks,45342,70,2
3501,pair of vanya trousers,pairs of vanya trousers,0,,Vanya Trousers,45339,70,2
3502,pair of vanya breeches of casting,pairs of vanya breeches of casting,0,,Vanya Breeches of Casting,45341,70,2
3503,pair of vanya breeches of healing,pairs of vanya breeches of healing,0,,Vanya Breeches of Healing,45340,70,2
3504,pair of Allagan trousers of striking,pairs of Allagan trousers of striking,0,,Allagan Trousers of Striking,45371,90,3
3505,pair of Allagan trousers of aiming,pairs of Allagan trousers of aiming,0,,Allagan Trousers of Aiming,45372,90,3
3506,pair of Allagan breeches of healing,pairs of Allagan breeches of healing,0,,Allagan Breeches of Healing,45373,90,3
3507,pair of heavy Allagan cuisses,pairs of heavy Allagan cuisses,0,,Heavy Allagan Cuisses,45374,90,3
3508,pair of Allagan breeches of casting,pairs of Allagan breeches of casting,0,,Allagan Breeches of Casting,45375,90,3
3509,fuma hakama,fuma hakama,0,,Fuma Hakama,45394,80,3
3510,ballad sarouel,ballad sarouels,0,,Ballad Sarouel ,45409,80,3
3511,pair of royal breeches,pairs of royal breeches,0,,Royal Breeches,45408,80,3
3512,pair of breeches of light,pairs of breeches of light,0,,Breeches of Light,45407,80,3
3513,onion sarouel,onion sarouels,1,,Onion Sarouel,45377,80,3
3514,pair of crimson breeches,pairs of crimson breeches,0,,Crimson Breeches,45397,80,3
3515,pair of hempen halfgloves,pairs of hempen halfgloves,0,,Hempen Halfgloves,44008,1,1
3516,pair of leather wristguards,pairs of leather wristguards,0,,Leather Wristguards,44801,1,1
3517,pair of judge's vambraces,pairs of judge's vambraces,0,Fits: Game Masters,Judge's Vambraces,44521,1,1
3518,pair of judge's ringbands,pairs of judge's ringbands,0,Fits: Game Masters,Judge's Ringbands,44162,1,1
3519,pair of Asuran armguards,pairs of Asuran armguards,0,,Asuran Armguards,44070,11,1
3520,pair of Hyuran gloves,pairs of Hyuran gloves,0,Fits: Hyur ♂,Hyuran Gloves,44114,5,1
3521,pair of Hyuran halfgloves,pairs of Hyuran halfgloves,0,Fits: Hyur ♀,Hyuran Halfgloves,44146,5,1
3522,pair of Elezen gloves,pairs of Elezen gloves,0,Fits: Elezen ♂,Elezen Gloves,44147,5,1
3523,pair of Elezen halfgloves,pairs of Elezen halfgloves,0,Fits: Elezen ♀,Elezen Halfgloves,44148,5,1
3524,pair of Lalafellin wristguards,pairs of Lalafellin wristguards,0,Fits: Lalafell ♂,Lalafellin Wristguards,44149,5,1
3525,pair of Lalafellin wristbands,pairs of Lalafellin wristbands,0,Fits: Lalafell ♀,Lalafellin Wristbands,44150,5,1
3526,pair of Miqo'te gauntlets,pairs of Miqo'te gauntlets,0,Fits: Miqo'te ♂,Miqo'te Gauntlets,44151,5,1
3527,pair of Miqo'te gloves,pairs of Miqo'te gloves,0,Fits: Miqo'te ♀,Miqo'te Gloves,44115,5,1
3528,pair of Roegadyn bracers,pairs of Roegadyn bracers,0,Fits: Roegadyn ♂,Roegadyn Bracers,44152,5,1
3529,pair of Roegadyn armguards,pairs of Roegadyn armguards,0,Fits: Roegadyn ♀,Roegadyn Armguards,44153,5,1
3530,pair of fingerless leather gloves,pairs of fingerless leather gloves,0,,Fingerless Leather Gloves,44060,5,1
3531,pair of leather lightmitts,pairs of leather lightmitts,0,,Leather Lightmitts,44065,5,1
3532,pair of hempen work gloves,pairs of hempen work gloves,0,,Hempen Work Gloves,44022,6,1
3533,pair of hempen shortgloves,pairs of hempen shortgloves,0,,Hempen Shortgloves,44159,6,1
3534,pair of leather mitts,pairs of leather mitts,0,,Leather Mitts,44065,8,1
3535,pair of leather ringbands,pairs of leather ringbands,0,,Leather Ringbands,44825,8,1
3536,pair of amateur's smithing gloves,pairs of amateur's smithing gloves,0,,Amateur's Smithing Gloves,44071,10,1
3537,pair of hard leather wristguards,pairs of hard leather wristguards,0,,Hard Leather Wristguards,44804,11,1
3538,pair of hempen dress gloves,pairs of hempen dress gloves,0,,Hempen Dress Gloves,44159,11,1
3539,pair of hempen bracers,pairs of hempen bracers,0,,Hempen Bracers,44042,11,1
3540,pair of bronze mitt gauntlets,pairs of bronze mitt gauntlets,0,,Bronze Mitt Gauntlets,44517,12,1
3541,pair of hard leather armguards,pairs of hard leather armguards,0,,Hard Leather Armguards,44522,13,1
3542,pair of hard leather lightmitts,pairs of hard leather lightmitts,0,,Hard Leather Lightmitts,44067,14,1
3543,pair of cotton halfgloves,pairs of cotton halfgloves,0,,Cotton Halfgloves,44012,15,1
3544,pair of bronze gauntlets,pairs of bronze gauntlets,0,,Bronze Gauntlets,44501,15,1
3545,pair of aetherial bronze gauntlets,pairs of aetherial bronze gauntlets,0,,Aetherial Bronze Gauntlets,44561,15,7
3546,pair of fingerless hard leather gloves,pairs of fingerless hard leather gloves,0,,Fingerless Hard Leather Gloves,44061,15,1
3547,pair of hard leather ringbands,pairs of hard leather ringbands,0,,Hard Leather Ringbands,44814,16,1
3548,pair of aetherial hard leather ringbands,pairs of aetherial hard leather ringbands,0,,Aetherial Hard Leather Ringbands,44823,16,7
3549,pair of goatskin wristguards,pairs of goatskin wristguards,0,,Goatskin Wristguards,44806,16,1
3550,pair of decorated bronze mitt gauntlets,pairs of decorated bronze mitt gauntlets,0,,Decorated Bronze Mitt Gauntlets,44518,17,1
3551,pair of aetherial reinforced bronze mitt gauntlets,pairs of aetherial reinforced bronze mitt gauntlets,0,,Aetherial Reinforced Bronze Mitt Gauntlets,44566,17,7
3552,pair of goatskin mitts,pairs of goatskin mitts,0,,Goatskin Mitts,44068,17,1
3553,pair of aetherial goatskin mitts,pairs of aetherial goatskin mitts,0,,Aetherial Goatskin Mitts,44158,17,7
3554,pair of foestriker's mitts,pairs of foestriker's mitts,0,,Foestriker's Mitts,44573,17,2
3555,pair of acolyte's halfgloves,pairs of acolyte's halfgloves,0,,Acolyte's Halfgloves,44173,17,2
3556,pair of plundered gauntlets,pairs of plundered gauntlets,0,,Plundered Gauntlets,44572,17,2
3557,pair of iron vambraces,pairs of iron vambraces,0,,Iron Vambraces,44516,19,1
3558,pair of aetherial iron vambraces,pairs of aetherial iron vambraces,0,,Aetherial Iron Vambraces,44559,19,7
3559,pair of goatskin armguards,pairs of goatskin armguards,0,,Goatskin Armguards,44524,20,1
3560,pair of aetherial goatskin armguards,pairs of aetherial goatskin armguards,0,,Aetherial Goatskin Armguards,44562,20,7
3561,pair of cotton work gloves,pairs of cotton work gloves,0,,Cotton Work Gloves,44036,20,1
3562,pair of initiate's gloves,pairs of initiate's gloves,0,,Initiate's Gloves,44001,20,1
3563,pair of iron gauntlets,pairs of iron gauntlets,0,,Iron Gauntlets,44502,20,1
3564,pair of aetherial iron gauntlets,pairs of aetherial iron gauntlets,0,,Aetherial Iron Gauntlets,44560,20,7
3565,pair of Gridanian soldier's gloves,pairs of Gridanian soldier's gloves,0,,Gridanian Soldier's Gloves,44089,21,2
3566,pair of Lominsan soldier's gloves,pairs of Lominsan soldier's gloves,0,,Lominsan Soldier's Gloves,44088,21,2
3567,pair of Ul'dahn soldier's gloves,pairs of Ul'dahn soldier's gloves,0,,Ul'dahn Soldier's Gloves,44090,21,2
3568,pair of cotton dress gloves,pairs of cotton dress gloves,0,,Cotton Dress Gloves,44076,21,1
3569,pair of aetherial cotton dress gloves,pairs of aetherial cotton dress gloves,0,,Aetherial Cotton Dress Gloves,44154,21,7
3570,pair of cotton bracers,pairs of cotton bracers,0,,Cotton Bracers,44051,23,1
3571,pair of aetherial cotton bracers,pairs of aetherial cotton bracers,0,,Aetherial Cotton Bracers,44168,23,7
3572,pair of goatskin lightmitts,pairs of goatskin lightmitts,0,,Goatskin Lightmitts,44068,23,1
3573,pair of aetherial goatskin lightmitts,pairs of aetherial goatskin lightmitts,0,,Aetherial Goatskin Lightmitts,44167,23,7
3574,pair of iron scale fingers,pairs of iron scale fingers,0,,Iron Scale Fingers,44577,23,1
3575,pair of velveteen halfgloves,pairs of velveteen halfgloves,0,,Velveteen Halfgloves,44027,24,1
3576,pair of fingerless goatskin gloves,pairs of fingerless goatskin gloves,0,,Fingerless Goatskin Gloves,44062,25,1
3577,pair of aetherial fingerless goatskin gloves,pairs of aetherial fingerless goatskin gloves,0,,Aetherial Fingerless Goatskin Gloves,44157,25,7
3578,pair of fingerless goatskin gloves of gathering,pairs of fingerless goatskin gloves of gathering,0,,Fingerless Goatskin Gloves of Gathering,44062,25,1
3579,pair of heavy iron gauntlets,pairs of heavy iron gauntlets,0,,Heavy Iron Gauntlets,44568,25,1
3580,pair of aetherial heavy iron gauntlets,pairs of aetherial heavy iron gauntlets,0,,Aetherial Heavy Iron Gauntlets,44569,25,7
3581,pair of goatskin ringbands,pairs of goatskin ringband,0,,Goatskin Ringbands,44815,26,1
3582,pair of aetherial goatskin ringbands,pairs of aetherial goatskin ringbands,0,,Aetherial Goatskin Ringbands,44824,26,7
3583,pair of velveteen shortgloves,pairs of velveteen shortgloves,0,,Velveteen Shortgloves,44081,28,1
3584,pair of brigand's gloves,pairs of brigand's gloves,0,,Brigand's Gloves,44074,26,2
3585,pair of warden's gauntlets,pairs of warden's gauntlets,0,,Warden's Gauntlets,44520,26,2
3586,pair of steel vambraces,pairs of steel vambraces,0,,Steel Vambraces,44532,28,1
3587,pair of aetherial steel vambraces,pairs of aetherial steel vambraces,0,,Aetherial Steel Vambraces,44563,28,7
3588,pair of serpent private's bracers,pairs of serpent private's bracers,0,,Serpent Private's Bracers,44120,29,2
3589,pair of serpent private's gauntlets,pairs of serpent private's gauntlets,0,,Serpent Private's Gauntlets,44575,29,2
3590,pair of serpent private's ringbands,pairs of serpent private's ringbands,0,,Serpent Private's Ringbands,44170,29,2
3591,pair of storm private's wristguards,pairs of storm private's wristguards,0,,Storm Private's Wristguards,44820,29,2
3592,pair of storm private's gauntlets,pairs of storm private's gauntlets,0,,Storm Private's Gauntlets,44576,29,2
3593,pair of storm private's ringbands,pairs of storm private's ringbands,0,,Storm Private's Ringbands,44172,29,2
3594,pair of flame private's halfgloves,pairs of flame private's halfgloves,0,,Flame Private's Halfgloves,44117,29,2
3595,pair of flame private's gauntlets,pairs of flame private's gauntlets,0,,Flame Private's Gauntlets,44574,29,2
3596,pair of flame private's ringbands,pairs of flame private's ringbands,0,,Flame Private's Ringbands,44169,29,2
3597,pair of toadskin armguards,pairs of toadskin armguards,0,,Toadskin Armguards,44529,30,1
3598,pair of aetherial toadskin armguards,pairs of aetherial toadskin armguards,0,,Aetherial Toadskin Armguards,44565,30,7
3599,pair of steel gauntlets,pairs of steel gauntlets,0,,Steel Gauntlets,44503,30,1
3600,pair of aetherial steel gauntlets,pairs of aetherial steel gauntlets,0,,Aetherial Steel Gauntlets,44564,30,7
3601,pair of velveteen work gloves,pairs of velveteen work gloves,0,,Velveteen Work Gloves,44160,30,1
3602,pair of blackened smithy's gloves,pairs of blackened smithy's gloves,0,,Blackened Smithy's Gloves,44072,34,1
3603,pair of velveteen dress gloves,pairs of velveteen dress gloves,0,,Velveteen Dress Gloves,44081,31,1
3604,pair of aetherial velveteen dress gloves,pairs of aetherial velveteen dress gloves,0,,Aetherial Velveteen Dress Gloves,44155,31,7
3605,pair of steel scale fingers,pairs of steel scale fingers,0,,Steel Scale Fingers,44578,32,1
3606,pair of aetherial steel scale fingers,pairs of aetherial steel scale fingers,0,,Aetherial Steel Scale Fingers,44579,32,7
3607,pair of linen halfgloves,pairs of linen halfgloves,0,,Linen Halfgloves,44161,33,1
3608,pair of infantry gloves,pairs of infantry gloves,0,,Infantry Gloves,44204,34,2
3609,pair of battlemage's gloves,pairs of battlemage's gloves,0,,Battlemage's Gloves,44203,34,2
3610,pair of cavalry gauntlets,pairs of cavalry gauntlets,0,,Cavalry Gauntlets,44588,34,2
3611,pair of fingerless boarskin gloves,pairs of fingerless boarskin gloves,0,,Fingerless Boarskin Gloves,44101,35,1
3612,pair of aetherial fingerless boarskin gloves,pairs of aetherial fingerless boarskin gloves,0,,Aetherial Fingerless Boarskin Gloves,44156,35,7
3613,pair of fingerless boarskin gloves of gathering,pairs of fingerless boarskin gloves of gathering,0,,Fingerless Boarskin Gloves of Gathering,44101,35,1
3614,pair of heavy steel gauntlets,pairs of heavy steel gauntlets,0,,Heavy Steel Gauntlets,44570,35,1
3615,pair of aetherial heavy steel gauntlets,pairs of aetherial heavy steel gauntlets,0,,Aetherial Heavy Steel Gauntlets,44571,35,7
3616,pair of boarskin ringbands,pairs of boarskin ringbands,0,,Boarskin Ringbands,44816,36,1
3617,pair of aetherial boarskin ringbands,pairs of aetherial boarskin ringbands,0,,Aetherial Boarskin Ringbands,44826,36,7
3618,pair of venerer's bracers,pairs of venerer's bracers,0,,Venerer's Bracers,44086,40,2
3619,pair of steel mitt gauntlets,pairs of steel mitt gauntlets,0,,Steel Mitt Gauntlets,44531,37,1
3620,pair of aetherial steel mitt gauntlets,pairs of aetherial steel mitt gauntlets,0,,Aetherial Steel Mitt Gauntlets,44583,37,7
3621,pair of linen shortgloves,pairs of linen shortgloves,0,,Linen Shortgloves,44171,38,1
3622,pair of horn scale fingers,pairs of horn scale fingers,0,,Horn Scale Fingers,44591,38,1
3623,pair of mythril vambraces,pairs of mythril vambraces,0,,Mythril Vambraces,44536,39,1
3624,pair of aetherial mythril vambraces,pairs of aetherial mythril vambraces,0,,Aetherial Mythril Vambraces,44584,39,7
3625,pair of fingerless peisteskin gloves,pairs of fingerless peisteskin gloves,0,,Fingerless Peisteskin Gloves,44102,40,1
3626,pair of aetherial fingerless peisteskin gloves,pairs of aetherial fingerless peisteskin gloves,0,,Aetherial Fingerless Peisteskin Gloves,44176,40,7
3627,pair of fingerless peisteskin gloves of gathering,pairs of fingerless peisteskin gloves of gathering,0,,Fingerless Peisteskin Gloves of Gathering,44102,40,1
